"Country or Area","Year","Value","Value Footnotes"
"Angola","2000","3.01207616575117",""
"Angola","1999","3.23979967713839",""
"Angola","1998","6.80476210543175",""
"Angola","1997","7.90000002215511",""
"Angola","1996","11.1999999707573",""
"Angola","1995","10.4000000010498",""
"Angola","1994","3.50000000645207",""
"Angola","1993","-24.6999999982102",""
"Angola","1992","-6.89999999409613",""
"Angola","1991","-1.19999999416713",""
"Angola","1990","-0.300000018689033",""
"Angola","1989","0.400000018928679",""
"Angola","1988","5.59999998070748",""
"Angola","1987","7.90000000367507",""
"Angola","1986","2.80000000794205",""
"Antigua and Barbuda","2014","4.82198262651119",""
"Antigua and Barbuda","2013","-0.346260979839798",""
"Antigua and Barbuda","2012","4.01954183888284",""
"Antigua and Barbuda","2011","-1.79343560355176",""
"Antigua and Barbuda","2010","-7.14299133491195",""
"Antigua and Barbuda","2009","-12.0360150576178",""
"Antigua and Barbuda","2008","0.07111102052761",""
"Antigua and Barbuda","2007","9.49894448015539",""
"Antigua and Barbuda","2006","13.3764001850193",""
"Antigua and Barbuda","2005","6.08322843204205",""
"Antigua and Barbuda","2004","5.28642014860594",""
"Antigua and Barbuda","2003","5.91363142470426",""
"Antigua and Barbuda","2002","2.92425143016098",""
"Antigua and Barbuda","2001","-3.19424189288979",""
"Antigua and Barbuda","2000","5.04176929743556",""
"Antigua and Barbuda","1999","4.12160455415504",""
"Antigua and Barbuda","1998","4.40767395547452",""
"Antigua and Barbuda","1997","4.88584151541207",""
"Antigua and Barbuda","1996","6.7395611559254",""
"Antigua and Barbuda","1995","-4.17681867690712",""
"Antigua and Barbuda","1994","6.32762207439725",""
"Antigua and Barbuda","1993","5.39010158752733",""
"Antigua and Barbuda","1992","0.848187899110314",""
"Antigua and Barbuda","1991","2.0364360939451",""
"Antigua and Barbuda","1990","2.54510196146892",""
"Antigua and Barbuda","1989","5.77288342482856",""
"Antigua and Barbuda","1988","5.42179951397377",""
"Antigua and Barbuda","1987","8.26317513832319",""
"Antigua and Barbuda","1986","12.7194263697446",""
"Antigua and Barbuda","1985","7.99031164631295",""
"Antigua and Barbuda","1984","9.75361582028521",""
"Antigua and Barbuda","1983","4.67838938623611",""
"Antigua and Barbuda","1982","0.167303078434315",""
"Antigua and Barbuda","1981","4.08371877510336",""
"Antigua and Barbuda","1980","8.59506428983356",""
"Antigua and Barbuda","1979","7.3435710853441",""
"Antigua and Barbuda","1978","4.18412369241072",""
"Arab World","2014","2.22165014544402",""
"Arab World","2013","2.83024373192762",""
"Arab World","2012","6.61000244506201",""
"Arab World","2011","3.46931760213016",""
"Arab World","2010","4.69908857843875",""
"Arab World","2009","1.4852082599198",""
"Arab World","2008","6.33747878394053",""
"Arab World","2007","5.7384901639401",""
"Arab World","2006","7.22802902088435",""
"Arab World","2005","6.22441824319799",""
"Arab World","2004","9.13403199078418",""
"Arab World","2003","5.21041169857239",""
"Arab World","2002","1.7860876984064",""
"Arab World","2001","2.35565447260846",""
"Arab World","2000","4.96627831281022",""
"Arab World","1999","2.22352674564405",""
"Arab World","1998","4.71528451078787",""
"Arab World","1997","4.25049092740608",""
"Arab World","1996","4.79378688946146",""
"Arab World","1995","2.73617650612745",""
"Arab World","1994","3.53316906213801",""
"Arab World","1993","3.61401930230056",""
"Arab World","1992","4.89571138497983",""
"Arab World","1991","1.39723326053895",""
"Arab World","1990","9.73637016465989",""
"Arab World","1989","1.9011935974538",""
"Arab World","1988","4.3580366734473",""
"Arab World","1987","0.122365197996771",""
"Arab World","1986","0.41338832474645",""
"Arab World","1985","-0.709690551709315",""
"Arab World","1984","1.37314437762197",""
"Arab World","1983","-2.85658328093199",""
"Arab World","1982","-3.64069654361057",""
"Arab World","1981","4.20051683169646",""
"Arab World","1980","9.58606613171422",""
"Arab World","1979","10.283988083563",""
"Arab World","1978","1.67456213164026",""
"Arab World","1977","8.29899839523239",""
"Arab World","1976","12.6012251588983",""
"Argentina","2014","0.45360547903708",""
"Argentina","2013","2.88535188297459",""
"Argentina","2012","0.801760179229973",""
"Argentina","2011","8.38645145563733",""
"Argentina","2010","9.45157833146635",""
"Argentina","2009","0.0500244563851311",""
"Argentina","2008","3.07494550317222",""
"Argentina","2007","7.96557324797851",""
"Argentina","2006","8.40286856609245",""
"Argentina","2005","9.19848898286102",""
"Argentina","2004","9.02957332125902",""
"Argentina","2003","8.83704077566954",""
"Argentina","2002","-10.8944848114851",""
"Argentina","2001","-4.40883969595698",""
"Argentina","2000","-0.788998929008571",""
"Argentina","1999","-3.38545705440345",""
"Argentina","1998","3.85017886550901",""
"Argentina","1997","8.1110467739709",""
"Argentina","1996","5.52668982269249",""
"Argentina","1995","-2.84520961517045",""
"Argentina","1994","5.83620069792465",""
"Argentina","1993","5.90691950110394",""
"Argentina","1992","11.9407747350581",""
"Argentina","1991","12.6697100866108",""
"Argentina","1990","-2.39895921890113",""
"Argentina","1989","-7.49618958372456",""
"Argentina","1988","-2.55690487694628",""
"Argentina","1987","2.90999313057094",""
"Argentina","1986","7.87577983041497",""
"Argentina","1985","-7.58667718413523",""
"Argentina","1984","2.21177350377224",""
"Argentina","1983","3.87512342400922",""
"Argentina","1982","-4.9571785190403",""
"Argentina","1981","-5.68952800019458",""
"Argentina","1980","4.15176234244558",""
"Argentina","1979","10.2227634648727",""
"Argentina","1978","-4.50612480247692",""
"Argentina","1977","6.93414775537993",""
"Argentina","1976","-2.01825151667593",""
"Argentina","1975","-0.0284121027669499",""
"Argentina","1974","5.53380439483236",""
"Argentina","1973","2.81175404095775",""
"Argentina","1972","1.62841651625489",""
"Argentina","1971","5.65813108318032",""
"Argentina","1970","3.04564331900352",""
"Argentina","1969","9.67952600806881",""
"Argentina","1968","4.82250078158644",""
"Argentina","1967","3.19199662337057",""
"Argentina","1966","-0.65972617159396",""
"Argentina","1965","10.569433340343",""
"Argentina","1964","10.1302976614339",""
"Argentina","1963","-5.30819682651754",""
"Argentina","1962","-0.852021523481952",""
"Argentina","1961","5.42784287951257",""
"Armenia","2014","3.49999999999989",""
"Armenia","2013","3.3",""
"Armenia","2012","7.20000000328227",""
"Armenia","2011","4.69999999861844",""
"Armenia","2010","2.1999999991457",""
"Armenia","2009","-14.149988640087",""
"Armenia","2008","6.90000000168239",""
"Armenia","2007","13.7492019586216",""
"Armenia","2006","13.1980035154758",""
"Armenia","2005","13.8657112498155",""
"Armenia","2004","10.4678418639969",""
"Armenia","2003","14.0407950559649",""
"Armenia","2002","13.186300532067",""
"Armenia","2001","9.55664149553445",""
"Armenia","2000","5.89999999999978",""
"Armenia","1999","3.30000000000001",""
"Armenia","1998","7.3",""
"Armenia","1997","3.32107969582276",""
"Armenia","1996","5.86540074820616",""
"Armenia","1995","6.89999840719999",""
"Armenia","1994","5.40000279013701",""
"Armenia","1993","-8.79999879239085",""
"Armenia","1992","-41.8000027485614",""
"Armenia","1991","-11.6999984817524",""
"Aruba","2009","-5.65350208612952",""
"Aruba","2008","-6.88130206359888",""
"Aruba","2007","-3.65462624193272",""
"Aruba","2006","2.35511944298051",""
"Aruba","2005","0.380390971382511",""
"Aruba","2004","1.17669048367502",""
"Aruba","2003","7.51947237328494",""
"Aruba","2002","0.465289865491144",""
"Aruba","2001","-2.16445940890385",""
"Aruba","2000","-0.364695778713454",""
"Aruba","1999","4.51406203251221",""
"Aruba","1998","1.15446939174406",""
"Aruba","1997","6.66662183020206",""
"Aruba","1996","7.81443171889218",""
"Aruba","1995","1.24508591166203",""
"Australia","2014","2.4998512224341",""
"Australia","2013","2.44004906206246",""
"Australia","2012","3.63272030319823",""
"Australia","2011","2.37956133560841",""
"Australia","2010","2.01818214420197",""
"Australia","2009","1.81967826084417",""
"Australia","2008","3.70669950604605",""
"Australia","2007","3.75765786437918",""
"Australia","2006","2.9828702853226",""
"Australia","2005","3.2066423006508",""
"Australia","2004","4.14937434487798",""
"Australia","2003","3.07079872147182",""
"Australia","2002","3.856686720792",""
"Australia","2001","1.92938679706415",""
"Australia","2000","3.86865768166436",""
"Australia","1999","5.00709635409926",""
"Australia","1998","4.43824342820818",""
"Australia","1997","3.94734180401746",""
"Australia","1996","3.94914072165129",""
"Australia","1995","3.87904043958818",""
"Australia","1994","4.03794657229683",""
"Australia","1993","4.06013476851687",""
"Australia","1992","0.399007033076032",""
"Australia","1991","-0.379883393800185",""
"Australia","1990","3.52913488445492",""
"Australia","1989","3.87870000593526",""
"Australia","1988","5.7690381847342",""
"Australia","1987","2.57449271362755",""
"Australia","1986","4.10152789814649",""
"Australia","1985","5.24948051140859",""
"Australia","1984","4.6271332407684",""
"Australia","1983","-2.23060017080476",""
"Australia","1982","3.3212959214834",""
"Australia","1981","3.35814322205586",""
"Australia","1980","3.05139105308542",""
"Australia","1979","4.052844192668",""
"Australia","1978","0.896974943070489",""
"Australia","1977","3.60727832218465",""
"Australia","1976","2.58966329312659",""
"Australia","1975","1.33824894253101",""
"Australia","1974","4.09686079488536",""
"Australia","1973","2.59864243885953",""
"Australia","1972","3.91086112989925",""
"Australia","1971","4.00915277582364",""
"Australia","1970","7.16689151654633",""
"Australia","1969","7.0497118665666",""
"Australia","1968","5.09282130336703",""
"Australia","1967","6.29705551126803",""
"Australia","1966","2.36519306244575",""
"Australia","1965","5.98001969888841",""
"Australia","1964","6.97615507461865",""
"Australia","1963","6.21244438552095",""
"Australia","1962","1.32757523914135",""
"Australia","1961","2.47592903011602",""
"Austria","2014","0.353471065680438",""
"Austria","2013","0.321250821811844",""
"Austria","2012","0.757314345720772",""
"Austria","2011","2.80799993211767",""
"Austria","2010","1.92867305613767",""
"Austria","2009","-3.79907504838874",""
"Austria","2008","1.54726383930861",""
"Austria","2007","3.621510423492",""
"Austria","2006","3.35083135763318",""
"Austria","2005","2.14068259595112",""
"Austria","2004","2.70574308750665",""
"Austria","2003","0.756156575984136",""
"Austria","2002","1.65585494261917",""
"Austria","2001","1.35051607992412",""
"Austria","2000","3.36840771488365",""
"Austria","1999","3.58998775085415",""
"Austria","1998","3.55996691871002",""
"Austria","1997","2.20501964036377",""
"Austria","1996","2.39831429528101",""
"Austria","1995","2.66798367090327",""
"Austria","1994","2.40211875392227",""
"Austria","1993","0.526809483408996",""
"Austria","1992","2.09352471906863",""
"Austria","1991","3.44162738717691",""
"Austria","1990","4.34564156450476",""
"Austria","1989","3.8870747605712",""
"Austria","1988","3.2958802564421",""
"Austria","1987","1.35716799724619",""
"Austria","1986","2.30139275532899",""
"Austria","1985","2.49867849370824",""
"Austria","1984","0.0512752530666916",""
"Austria","1983","2.97308801257286",""
"Austria","1982","2.0112543759392",""
"Austria","1981","-0.14429447402668",""
"Austria","1980","1.73148536881487",""
"Austria","1979","5.356699873455",""
"Austria","1978","-0.210653522029688",""
"Austria","1977","5.07998083944021",""
"Austria","1976","4.57844539632157",""
"Austria","1975","-0.363735687508665",""
"Austria","1974","3.94213808630408",""
"Austria","1973","4.89043542102145",""
"Austria","1972","6.20786097184929",""
"Austria","1971","5.11496873516448",""
"Austria","1970","5.54602841063007",""
"Austria","1969","6.27586716606969",""
"Austria","1968","4.47231278246076",""
"Austria","1967","3.00804779775493",""
"Austria","1966","5.64286141093264",""
"Austria","1965","3.48017491799565",""
"Austria","1964","6.12435373762838",""
"Austria","1963","4.13826758157035",""
"Austria","1962","2.64867511295262",""
"Austria","1961","5.53797931684524",""
"Azerbaijan","2014","2",""
"Azerbaijan","2013","5.79667839631929",""
"Azerbaijan","2012","2.20000018843571",""
"Azerbaijan","2011","0.0659227678492726",""
"Azerbaijan","2010","4.85433932383958",""
"Azerbaijan","2009","9.41065376397619",""
"Azerbaijan","2008","10.7724207826314",""
"Azerbaijan","2007","25.0489995231791",""
"Azerbaijan","2006","34.4999995102935",""
"Azerbaijan","2005","26.4000008082431",""
"Azerbaijan","2004","10.2000003982988",""
"Azerbaijan","2003","11.2000002371477",""
"Azerbaijan","2002","10.5999992015725",""
"Azerbaijan","2001","9.89999999999999",""
"Azerbaijan","2000","11.0999992535406",""
"Azerbaijan","1999","7.40000058167318",""
"Azerbaijan","1998","10.0000002781915",""
"Azerbaijan","1997","5.80000052390139",""
"Azerbaijan","1996","1.30000019976242",""
"Azerbaijan","1995","-11.8000008993603",""
"Azerbaijan","1994","-19.7000000190049",""
"Azerbaijan","1993","-23.099999548566",""
"Azerbaijan","1992","-22.6000003946572",""
"Azerbaijan","1991","-0.699999960061689",""
"Bahamas, The","2014","1.02278610479254",""
"Bahamas, The","2013","0.0220301965625538",""
"Bahamas, The","2012","2.21731297852183",""
"Bahamas, The","2011","0.612902595753823",""
"Bahamas, The","2010","1.53877885334302",""
"Bahamas, The","2009","-4.17525917522813",""
"Bahamas, The","2008","-2.32393724789044",""
"Bahamas, The","2007","1.44652221530914",""
"Bahamas, The","2006","2.51686384101369",""
"Bahamas, The","2005","3.39529266953875",""
"Bahamas, The","2004","0.882884232581944",""
"Bahamas, The","2003","-1.26474462878853",""
"Bahamas, The","2002","2.7046295125315",""
"Bahamas, The","2001","2.62562712099302",""
"Bahamas, The","2000","4.149246399763",""
"Bahamas, The","1999","7.14412993221745",""
"Bahamas, The","1998","4.7164738248118",""
"Bahamas, The","1997","2.06223948963316",""
"Bahamas, The","1996","4.22353068025446",""
"Bahamas, The","1995","4.37875139876522",""
"Bahamas, The","1994","3.1489161911812",""
"Bahamas, The","1993","0.307806938390144",""
"Bahamas, The","1992","-3.82558272775212",""
"Bahamas, The","1991","-4.1817846383037",""
"Bahamas, The","1990","-1.59624908649569",""
"Bahamas, The","1989","6.72732979931732",""
"Bahamas, The","1988","2.309707660833",""
"Bahamas, The","1987","2.98451934490475",""
"Bahamas, The","1986","1.79700022744103",""
"Bahamas, The","1985","4.82918011397481",""
"Bahamas, The","1984","14.1711486244798",""
"Bahamas, The","1983","3.597051867966",""
"Bahamas, The","1982","6.69889775608137",""
"Bahamas, The","1981","-9.22640507988645",""
"Bahamas, The","1980","6.49528192139537",""
"Bahamas, The","1979","26.139295769424",""
"Bahamas, The","1978","14.1795201387168",""
"Bahamas, The","1977","9.15492921913146",""
"Bahamas, The","1976","5.18518497170821",""
"Bahamas, The","1975","-14.8031263125012",""
"Bahamas, The","1974","-16.7542290749632",""
"Bahamas, The","1973","7.56756882392715",""
"Bahamas, The","1972","-3.497335933369",""
"Bahamas, The","1971","1.6265087407437",""
"Bahamas, The","1970","-5.64964951931607",""
"Bahamas, The","1969","8.98166257813477",""
"Bahamas, The","1968","8.42176356379973",""
"Bahamas, The","1967","9.59811386676546",""
"Bahamas, The","1966","9.07192871148771",""
"Bahamas, The","1965","10.4255964880827",""
"Bahamas, The","1964","10.501567201834",""
"Bahamas, The","1963","10.5240552039871",""
"Bahamas, The","1962","10.4519718906978",""
"Bahamas, The","1961","10.6670974291829",""
"Bahrain","2014","4.48093515168384",""
"Bahrain","2013","5.41293824262871",""
"Bahrain","2012","3.5887045713562",""
"Bahrain","2011","2.10018410872759",""
"Bahrain","2010","4.33440708785902",""
"Bahrain","2009","2.53977246949495",""
"Bahrain","2008","6.24512834138467",""
"Bahrain","2007","8.29244382201286",""
"Bahrain","2006","6.46856767156123",""
"Bahrain","2005","6.768939708829",""
"Bahrain","2004","6.98094698388441",""
"Bahrain","2003","6.02395119599457",""
"Bahrain","2002","3.61414828908676",""
"Bahrain","2001","2.49103356534492",""
"Bahrain","2000","5.29999479407712",""
"Bahrain","1999","4.29999896037758",""
"Bahrain","1998","4.79000278855499",""
"Bahrain","1997","3.09299978673204",""
"Bahrain","1996","4.11000611512114",""
"Bahrain","1995","3.92999154532021",""
"Bahrain","1994","-0.250001484542878",""
"Bahrain","1993","12.8700066696584",""
"Bahrain","1992","6.68999836660538",""
"Bahrain","1991","11.2299987800123",""
"Bahrain","1990","4.43799717642636",""
"Bahrain","1989","0.364007138161824",""
"Bahrain","1988","6.99999164945328",""
"Bahrain","1987","10.3990093325468",""
"Bahrain","1986","1.18299391598423",""
"Bahrain","1985","-4.75826853805688",""
"Bahrain","1984","5.00364604500774",""
"Bahrain","1983","6.37637679964398",""
"Bahrain","1982","-7.55621771215945",""
"Bahrain","1981","-5.31669735282962",""
"Bangladesh","2014","6.06109305375391",""
"Bangladesh","2013","6.01359606747025",""
"Bangladesh","2012","6.52143507837333",""
"Bangladesh","2011","6.46438388047517",""
"Bangladesh","2010","5.57180227396866",""
"Bangladesh","2009","5.04512479417738",""
"Bangladesh","2008","6.01378975923306",""
"Bangladesh","2007","7.05863620607012",""
"Bangladesh","2006","6.67186826509662",""
"Bangladesh","2005","6.53594494052352",""
"Bangladesh","2004","5.2395329104527",""
"Bangladesh","2003","4.73956739916446",""
"Bangladesh","2002","3.83312394005608",""
"Bangladesh","2001","5.07728777597312",""
"Bangladesh","2000","5.2932947184604",""
"Bangladesh","1999","4.67015636827865",""
"Bangladesh","1998","5.17702687345256",""
"Bangladesh","1997","4.48989649735631",""
"Bangladesh","1996","4.52291921762344",""
"Bangladesh","1995","5.12127789716163",""
"Bangladesh","1994","3.89012644065639",""
"Bangladesh","1993","4.7115617244945",""
"Bangladesh","1992","5.44268555072129",""
"Bangladesh","1991","3.4852278153552",""
"Bangladesh","1990","5.62225816160702",""
"Bangladesh","1989","2.83658212907926",""
"Bangladesh","1988","2.41625685566223",""
"Bangladesh","1987","3.77240185252705",""
"Bangladesh","1986","4.173382559004",""
"Bangladesh","1985","3.34201465415414",""
"Bangladesh","1984","4.80331001525438",""
"Bangladesh","1983","3.88104639981715",""
"Bangladesh","1982","2.13432783577075",""
"Bangladesh","1981","7.23394369490723",""
"Bangladesh","1980","0.81914186889891",""
"Bangladesh","1979","4.80163460055662",""
"Bangladesh","1978","7.0738377326069",""
"Bangladesh","1977","2.67305605001984",""
"Bangladesh","1976","5.66136120119664",""
"Bangladesh","1975","-4.08821409181658",""
"Bangladesh","1974","9.59195630041845",""
"Bangladesh","1973","3.32568019878394",""
"Bangladesh","1972","-13.9737287020439",""
"Bangladesh","1971","-5.47948302721956",""
"Bangladesh","1970","5.61985229280111",""
"Bangladesh","1969","1.22085790909685",""
"Bangladesh","1968","9.48945401547951",""
"Bangladesh","1967","-1.87586391964774",""
"Bangladesh","1966","2.56681200128052",""
"Bangladesh","1965","1.60625822891576",""
"Bangladesh","1964","10.9527885460417",""
"Bangladesh","1963","-0.455894289938712",""
"Bangladesh","1962","5.45303096987189",""
"Bangladesh","1961","6.05816082548085",""
"Barbados","2014","0.180342651036966",""
"Barbados","2013","0",""
"Barbados","2012","0.27124773960216",""
"Barbados","2011","0.728597449908918",""
"Barbados","2010","0.273972602739732",""
"Barbados","2009","-4.03155127081507",""
"Barbados","2008","0.440140845070431",""
"Barbados","2007","1.70098478066249",""
"Barbados","2006","5.67644276253547",""
"Barbados","2005","4.03543307086613",""
"Barbados","2004","1.39720558882235",""
"Barbados","2003","2.14067278287462",""
"Barbados","2002","0.822199383350466",""
"Barbados","2001","-2.40722166499498",""
"Barbados","2000","4.50733752620545",""
"Barbados","1999","0.315457413249206",""
"Barbados","1998","3.70774263904035",""
"Barbados","1997","4.68036529680364",""
"Barbados","1996","4.03800475059381",""
"Barbados","1995","2.06060606060605",""
"Barbados","1994","1.97775030902349",""
"Barbados","1993","0.74719800747198",""
"Barbados","1992","-5.64042303172738",""
"Barbados","1991","-3.95033860045146",""
"Barbados","1990","-3.27510917030568",""
"Barbados","1989","3.61990950226246",""
"Barbados","1988","3.5128805620609",""
"Barbados","1987","2.52100840336134",""
"Barbados","1986","5.17676767676767",""
"Barbados","1985","1.0204081632653",""
"Barbados","1984","3.7037037037037",""
"Barbados","1983","0.398406374501988",""
"Barbados","1982","-4.80404551201012",""
"Barbados","1981","-1.98265179677819",""
"Belarus","2014","1.58780161918546",""
"Belarus","2013","1.07360080128041",""
"Belarus","2012","1.73139122338632",""
"Belarus","2011","5.54371146099548",""
"Belarus","2010","7.74078121556398",""
"Belarus","2009","0.200000000044014",""
"Belarus","2008","10.2000000000983",""
"Belarus","2007","8.60000000013864",""
"Belarus","2006","10",""
"Belarus","2005","9.40000000000001",""
"Belarus","2004","11.4497429270061",""
"Belarus","2003","7.04319267515923",""
"Belarus","2002","5.04526731762394",""
"Belarus","2001","4.72530600626246",""
"Belarus","2000","5.80000000000005",""
"Belarus","1999","3.39999999999993",""
"Belarus","1998","8.39999999999999",""
"Belarus","1997","11.3999999999999",""
"Belarus","1996","2.80000000000014",""
"Belarus","1995","-10.4000000000001",""
"Belarus","1994","-11.7",""
"Belarus","1993","-7.60000000000005",""
"Belarus","1992","-9.60000000000034",""
"Belarus","1991","-1.19999999999921",""
"Belgium","2014","1.34836095620594",""
"Belgium","2013","0.0165548679284626",""
"Belgium","2012","0.151259665907872",""
"Belgium","2011","1.7968378886938",""
"Belgium","2010","2.6948255377054",""
"Belgium","2009","-2.28487900364664",""
"Belgium","2008","0.747103203848695",""
"Belgium","2007","3.39747191374433",""
"Belgium","2006","2.49946444651674",""
"Belgium","2005","2.09422151790646",""
"Belgium","2004","3.63480082161604",""
"Belgium","2003","0.774536137034218",""
"Belgium","2002","1.78045214903302",""
"Belgium","2001","0.811463997377572",""
"Belgium","2000","3.63381720812023",""
"Belgium","1999","3.56304003578043",""
"Belgium","1998","1.97544847979478",""
"Belgium","1997","3.71054947505965",""
"Belgium","1996","1.5931570573082",""
"Belgium","1995","2.3847572204176",""
"Belgium","1994","3.22697145976801",""
"Belgium","1993","-0.961873081351825",""
"Belgium","1992","1.53065481042994",""
"Belgium","1991","1.83307429166382",""
"Belgium","1990","3.13740243480321",""
"Belgium","1989","3.46916682101066",""
"Belgium","1988","4.72320891974978",""
"Belgium","1987","2.30665941930393",""
"Belgium","1986","1.82276212425623",""
"Belgium","1985","1.65179286304419",""
"Belgium","1984","2.4663826329552",""
"Belgium","1983","0.311842751848076",""
"Belgium","1982","0.594986940717263",""
"Belgium","1981","-0.279283635025493",""
"Belgium","1980","4.44405404864365",""
"Belgium","1979","2.34107304264893",""
"Belgium","1978","2.8418965819543",""
"Belgium","1977","0.626154767535752",""
"Belgium","1976","5.65274592792674",""
"Belgium","1975","-1.96594162130805",""
"Belgium","1974","4.56525812251924",""
"Belgium","1973","6.38170205236244",""
"Belgium","1972","5.29560439445227",""
"Belgium","1971","3.9858273838416",""
"Belgium","1970","5.95729489480586",""
